"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Bent Over Row (Barbell)",,"Not on smith machine",0,"normal",45,5,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Bent Over Row (Barbell)",,"Not on smith machine",1,"normal",45,5,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Bent Over Row (Barbell)",,"Not on smith machine",2,"normal",45,5,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Bent Over Row (Barbell)",,"Not on smith machine",3,"normal",45,5,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Bent Over Row (Barbell)",,"Not on smith machine",4,"normal",25,8,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Chest Dip",,"",0,"normal",,5,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Chest Dip",,"",1,"normal",,5,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Chest Dip",,"",2,"normal",,5,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Chest Dip",,"",3,"normal",,5,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Chest Dip",,"",4,"normal",,5,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Romanian Deadlift (Barbell)",,"",0,"normal",55,5,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Romanian Deadlift (Barbell)",,"",1,"normal",55,5,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Romanian Deadlift (Barbell)",,"",2,"normal",60,4,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Pull Up (Assisted)",,"",0,"normal",25,7,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Pull Up (Assisted)",,"",1,"normal",25,7,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Pull Up (Assisted)",,"",2,"normal",25,7,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Face Pull",0,"",0,"normal",25,12,,,
"Strength Workout B","18 Mar 2026, 18:02","18 Mar 2026, 19:16","","Lateral Raise (Dumbbell)",0,"",0,"normal",20,10,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Lat Pulldown (Cable)",,"",0,"normal",120,5,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Lat Pulldown (Cable)",,"",1,"normal",120,6,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Lat Pulldown (Cable)",,"",2,"normal",120,6,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Lat Pulldown (Cable)",,"",3,"normal",120,6,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Lat Pulldown (Cable)",,"",4,"normal",120,5,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Incline Bench Press (Barbell)",,"",0,"normal",45,5,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Incline Bench Press (Barbell)",,"",1,"normal",45,5,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Incline Bench Press (Barbell)",,"",2,"normal",45,5,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Incline Bench Press (Barbell)",,"",3,"normal",45,4,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Incline Bench Press (Barbell)",,"",4,"normal",45,5,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Zercher Squat",,"",0,"normal",35,5,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Zercher Squat",,"",1,"normal",35,5,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Zercher Squat",,"",2,"normal",35,5,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Zercher Squat",,"",3,"normal",40,5,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Lateral Raise (Dumbbell)",0,"",0,"normal",20,10,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Lateral Raise (Dumbbell)",0,"",1,"normal",20,12,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Lateral Raise (Dumbbell)",0,"",2,"normal",20,12,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Lateral Raise (Dumbbell)",0,"",3,"normal",20,10,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Triceps Kickback (Cable)",0,"",0,"normal",12.5,15,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Triceps Kickback (Cable)",0,"",1,"normal",15,15,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Triceps Kickback (Cable)",0,"",2,"normal",15,13,,,
"Full Body Strength A","16 Mar 2026, 17:40","16 Mar 2026, 19:07","","Triceps Kickback (Cable)",0,"",3,"normal",15,10,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Bent Over Row (Barbell)",,"",0,"normal",50,5,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Bent Over Row (Barbell)",,"",1,"normal",52.5,5,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Bent Over Row (Barbell)",,"",2,"normal",52.5,5,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Bent Over Row (Barbell)",,"",3,"normal",52.5,5,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Bent Over Row (Barbell)",,"",4,"normal",50,5,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Chest Dip",,"",0,"normal",,5,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Chest Dip",,"",1,"normal",,5,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Chest Dip",,"",2,"normal",,5,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Chest Dip",,"",3,"normal",,5,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Chest Dip",,"",4,"normal",,5,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Romanian Deadlift (Barbell)",,"",0,"normal",55,5,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Romanian Deadlift (Barbell)",,"",1,"normal",55,5,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Romanian Deadlift (Barbell)",,"",2,"normal",55,5,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Romanian Deadlift (Barbell)",,"",3,"normal",55,5,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Pull Up (Assisted)",,"",0,"normal",25,7,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Pull Up (Assisted)",,"",1,"normal",25,7,,,
"Strength Workout B","13 Mar 2026, 20:33","13 Mar 2026, 21:39","","Pull Up (Assisted)",,"",2,"normal",25,6,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Lat Pulldown (Cable)",,"",0,"normal",120,6,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Lat Pulldown (Cable)",,"",1,"normal",120,6,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Lat Pulldown (Cable)",,"",2,"normal",120,6,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Lat Pulldown (Cable)",,"",3,"normal",120,5,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Lat Pulldown (Cable)",,"",4,"normal",120,5,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Incline Bench Press (Barbell)",,"",0,"normal",45,5,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Incline Bench Press (Barbell)",,"",1,"normal",47.5,5,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Incline Bench Press (Barbell)",,"",2,"normal",47.5,4,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Incline Bench Press (Barbell)",,"",3,"normal",47.5,4,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Incline Bench Press (Barbell)",,"",4,"normal",45,5,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Zercher Squat",,"",0,"normal",35,5,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Zercher Squat",,"",1,"normal",35,5,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Zercher Squat",,"",2,"normal",35,5,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Leg Press (Machine)",,"",0,"normal",160,5,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Leg Press (Machine)",,"",1,"normal",160,5,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Leg Press (Machine)",,"",2,"normal",160,4,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Seated Row (Machine)",,"",0,"normal",120,5,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Seated Row (Machine)",,"",1,"normal",120,5,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Lateral Raise (Cable)",0,"",0,"normal",15,15,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Lateral Raise (Cable)",0,"",1,"normal",15,15,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Lateral Raise (Cable)",0,"",2,"normal",12.5,10,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Overhead Triceps Extension (Cable)",0,"",0,"normal",30,12,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Overhead Triceps Extension (Cable)",0,"",1,"normal",30,12,,,
"Full Body Strength A","11 Mar 2026, 19:13","11 Mar 2026, 21:00","","Overhead Triceps Extension (Cable)",0,"",2,"normal",30,12,,,
"Strength Workout B","9 Mar 2026, 21:16","9 Mar 2026, 22:10","","Bent Over Row (Barbell)",,"",0,"normal",50,5,,,
"Strength Workout B","9 Mar 2026, 21:16","9 Mar 2026, 22:10","","Bent Over Row (Barbell)",,"",1,"normal",50,5,,,
"Strength Workout B","9 Mar 2026, 21:16","9 Mar 2026, 22:10","","Bent Over Row (Barbell)",,"",2,"normal",52.5,5,,,
"Strength Workout B","9 Mar 2026, 21:16","9 Mar 2026, 22:10","","Chest Dip",,"",0,"normal",,5,,,
"Strength Workout B","9 Mar 2026, 21:16","9 Mar 2026, 22:10","","Chest Dip",,"",1,"normal",,5,,,
"Strength Workout B","9 Mar 2026, 21:16","9 Mar 2026, 22:10","","Chest Dip (Assisted)",,"",0,"normal",25,6,,,
"Strength Workout B","9 Mar 2026, 21:16","9 Mar 2026, 22:10","","Chest Dip (Assisted)",,"",1,"normal",25,6,,,
"Strength Workout B","9 Mar 2026, 21:16","9 Mar 2026, 22:10","","Romanian Deadlift (Barbell)",,"",0,"normal",45,5,,,
"Strength Workout B","9 Mar 2026, 21:16","9 Mar 2026, 22:10","","Romanian Deadlift (Barbell)",,"",1,"normal",45,5,,,
"Strength Workout B","9 Mar 2026, 21:16","9 Mar 2026, 22:10","","Romanian Deadlift (Barbell)",,"",2,"normal",45,6,,,
"Strength Workout B","9 Mar 2026, 21:16","9 Mar 2026, 22:10","","Pull Up (Assisted)",,"",0,"normal",25,6,,,
"Strength Workout B","9 Mar 2026, 21:16","9 Mar 2026, 22:10","","Pull Up (Assisted)",,"",1,"normal",25,6,,,
"Strength Workout B","9 Mar 2026, 21:16","9 Mar 2026, 22:10","","Pull Up (Assisted)",,"",2,"normal",25,6,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Lat Pulldown (Cable)",,"",0,"normal",115,5,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Lat Pulldown (Cable)",,"",1,"normal",115,5,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Lat Pulldown (Cable)",,"",2,"normal",115,5,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Lat Pulldown (Cable)",,"",3,"normal",115,5,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Lat Pulldown (Cable)",,"",4,"normal",115,5,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Incline Bench Press (Barbell)",,"",0,"normal",45,5,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Incline Bench Press (Barbell)",,"",1,"normal",45,5,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Incline Bench Press (Barbell)",,"",2,"normal",45,5,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Incline Bench Press (Barbell)",,"",3,"normal",45,5,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Incline Bench Press (Barbell)",,"",4,"normal",45,5,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Squat (Barbell)",,"",0,"normal",70,3,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Squat (Barbell)",,"",1,"normal",60,5,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Squat (Barbell)",,"",2,"normal",60,5,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Zercher Squat",,"",0,"normal",35,5,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Zercher Squat",,"",1,"normal",35,5,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Lateral Raise (Dumbbell)",0,"",0,"normal",17.5,15,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Lateral Raise (Dumbbell)",0,"",1,"normal",17.5,15,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Lateral Raise (Dumbbell)",0,"",2,"normal",17.5,15,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Overhead Triceps Extension (Cable)",0,"",0,"normal",25,12,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Overhead Triceps Extension (Cable)",0,"",1,"normal",25,12,,,
"Full Body Strength A","7 Mar 2026, 17:10","7 Mar 2026, 18:47","","Overhead Triceps Extension (Cable)",0,"",2,"normal",25,10,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Bent Over Row (Barbell)",,"",0,"normal",50,5,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Bent Over Row (Barbell)",,"",1,"normal",50,5,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Bent Over Row (Barbell)",,"",2,"normal",50,5,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Bent Over Row (Barbell)",,"",3,"normal",50,5,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Bent Over Row (Barbell)",,"",4,"normal",50,5,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Chest Dip",,"",0,"normal",,5,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Chest Dip",,"",1,"normal",,5,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Chest Dip (Assisted)",,"",0,"normal",10,5,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Chest Dip (Assisted)",,"",1,"normal",10,5,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Chest Dip (Assisted)",,"",2,"normal",10,5,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Romanian Deadlift (Barbell)",,"",0,"normal",50,5,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Romanian Deadlift (Barbell)",,"",1,"normal",50,5,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Romanian Deadlift (Barbell)",,"",2,"normal",50,5,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Romanian Deadlift (Barbell)",,"",3,"normal",50,5,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Pull Up (Assisted)",,"",0,"normal",25,6,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Pull Up (Assisted)",,"",1,"normal",25,6,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Pull Up (Assisted)",,"",2,"normal",25,5,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Face Pull",0,"",0,"normal",22.5,12,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Face Pull",0,"",1,"normal",22.5,12,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Face Pull",0,"",2,"normal",22.5,8,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Lateral Raise (Dumbbell)",0,"",0,"normal",20,10,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Lateral Raise (Dumbbell)",0,"",1,"normal",20,10,,,
"Strength Workout B","5 Mar 2026, 21:41","5 Mar 2026, 23:00","","Lateral Raise (Dumbbell)",0,"",2,"normal",20,8,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Lat Pulldown (Cable)",,"",0,"normal",120,4,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Lat Pulldown (Cable)",,"",1,"normal",120,5,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Lat Pulldown (Cable)",,"",2,"normal",120,5,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Lat Pulldown (Cable)",,"",3,"normal",120,5,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Lat Pulldown (Cable)",,"",4,"normal",120,5,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Incline Bench Press (Smith Machine)",,"",0,"normal",50,5,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Incline Bench Press (Smith Machine)",,"",1,"normal",50,5,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,5,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Incline Bench Press (Smith Machine)",,"",3,"normal",50,5,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Incline Bench Press (Smith Machine)",,"",4,"normal",50,5,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Squat (Barbell)",,"Not able to hit proper depth with 70 each side",0,"normal",70,4,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Squat (Barbell)",,"Not able to hit proper depth with 70 each side",1,"normal",70,4,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Squat (Barbell)",,"Not able to hit proper depth with 70 each side",2,"normal",60,5,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Squat (Barbell)",,"Not able to hit proper depth with 70 each side",3,"normal",60,5,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Squat (Barbell)",,"Not able to hit proper depth with 70 each side",4,"normal",60,5,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Seated Row (Machine)",,"",0,"normal",115,8,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Seated Row (Machine)",,"",1,"normal",115,8,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Seated Row (Machine)",,"",2,"normal",115,7,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Lateral Raise (Dumbbell)",0,"",0,"normal",20,12,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Lateral Raise (Dumbbell)",0,"",1,"normal",20,7,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Lateral Raise (Dumbbell)",0,"",2,"normal",20,8,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Lateral Raise (Dumbbell)",0,"",3,"normal",20,7,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Triceps Extension (Barbell)",0,"",0,"normal",25,15,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Triceps Extension (Barbell)",0,"",1,"normal",25,15,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Triceps Extension (Barbell)",0,"",2,"normal",25,15,,,
"Full Body Strength A","2 Mar 2026, 17:12","2 Mar 2026, 19:11","","Triceps Extension (Barbell)",0,"",3,"normal",25,15,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Lat Pulldown (Cable)",,"",0,"normal",95,5,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Lat Pulldown (Cable)",,"",1,"normal",95,5,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Lat Pulldown (Cable)",,"",2,"normal",95,5,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Incline Bench Press (Barbell)",,"",0,"normal",35,5,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Incline Bench Press (Barbell)",,"",1,"normal",35,5,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Incline Bench Press (Barbell)",,"",2,"normal",35,5,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Leg Press (Machine)",,"",0,"normal",135,5,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Leg Press (Machine)",,"",1,"normal",135,5,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Leg Press (Machine)",,"",2,"normal",135,5,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Seated Row (Machine)",,"",0,"normal",105,6,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Seated Row (Machine)",,"",1,"normal",105,6,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Lateral Raise (Dumbbell)",0,"Activation Set + mini sets 10 seconds apart",0,"normal",17.5,15,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Lateral Raise (Dumbbell)",0,"Activation Set + mini sets 10 seconds apart",1,"normal",17.5,5,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Lateral Raise (Dumbbell)",0,"Activation Set + mini sets 10 seconds apart",2,"normal",17.5,5,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Overhead Triceps Extension (Cable)",0,"",0,"normal",27.5,15,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Overhead Triceps Extension (Cable)",0,"",1,"normal",27.5,5,,,
"Full Body Strength A","25 Feb 2026, 17:09","25 Feb 2026, 18:14","Deload week lift 2","Overhead Triceps Extension (Cable)",0,"",2,"normal",27.5,5,,,
"Evening workout 🏋️","23 Feb 2026, 20:16","23 Feb 2026, 20:37","","Negative Pull Up",,"",0,"normal",,4,,,
"Evening workout 🏋️","23 Feb 2026, 20:16","23 Feb 2026, 20:37","","Negative Pull Up",,"",1,"normal",,4,,,
"Evening workout 🏋️","23 Feb 2026, 20:16","23 Feb 2026, 20:37","","Negative Pull Up",,"",2,"normal",,4,,,
"Evening workout 🏋️","23 Feb 2026, 20:16","23 Feb 2026, 20:37","","Pull Up",,"",0,"normal",,2,,,
"Evening workout 🏋️","23 Feb 2026, 20:16","23 Feb 2026, 20:37","","Pull Up",,"",1,"normal",,2,,,
"Evening workout 🏋️","23 Feb 2026, 20:16","23 Feb 2026, 20:37","","Pull Up",,"",2,"normal",,2,,,
"Evening workout 🏋️","23 Feb 2026, 20:16","23 Feb 2026, 20:37","","Pull Up",,"",3,"normal",,2,,,
"Evening workout 🏋️","23 Feb 2026, 20:16","23 Feb 2026, 20:37","","Pull Up",,"",4,"normal",,1,,,
"Evening workout 🏋️","23 Feb 2026, 20:16","23 Feb 2026, 20:37","","Decline Push Up",,"",0,"normal",,10,,,
"Evening workout 🏋️","23 Feb 2026, 20:16","23 Feb 2026, 20:37","","Decline Push Up",,"",1,"normal",,10,,,
"Full Body Strength A","20 Feb 2026, 16:44","20 Feb 2026, 17:22","","Lat Pulldown (Cable)",,"Not able to fully touch chest with 120",0,"normal",120,5,,,
"Full Body Strength A","20 Feb 2026, 16:44","20 Feb 2026, 17:22","","Lat Pulldown (Cable)",,"Not able to fully touch chest with 120",1,"normal",120,5,,,
"Full Body Strength A","20 Feb 2026, 16:44","20 Feb 2026, 17:22","","Lat Pulldown (Cable)",,"Not able to fully touch chest with 120",2,"normal",120,5,,,
"Full Body Strength A","20 Feb 2026, 16:44","20 Feb 2026, 17:22","","Lat Pulldown (Cable)",,"Not able to fully touch chest with 120",3,"normal",100,5,,,
"Full Body Strength A","20 Feb 2026, 16:44","20 Feb 2026, 17:22","","Lat Pulldown (Cable)",,"Not able to fully touch chest with 120",4,"normal",100,5,,,
"Full Body Strength A","20 Feb 2026, 16:44","20 Feb 2026, 17:22","","Incline Bench Press (Barbell)",,"",0,"normal",45,5,,,
"Full Body Strength A","20 Feb 2026, 16:44","20 Feb 2026, 17:22","","Incline Bench Press (Barbell)",,"",1,"normal",45,5,,,
"Full Body Strength A","20 Feb 2026, 16:44","20 Feb 2026, 17:22","","Incline Bench Press (Barbell)",,"",2,"normal",47.5,4,,,
